1.txt,#genre#
1.txt Stream 2205,http://jintan-tv-ori-hls.jstv.com/jintan-tv-ori/jintan_xw.m3u8?zjiangsd$IPV4
1.txt Stream 2206,http://shuyang-tv-hls.cm.jstv.com/shuyang-tv/shuyangzh.m3u8?zjiangsd$IPV4
1.txt Stream 2207,http://lianshui-tv-hls.cm.jstv.com/lianshui-tv/lsxw.m3u8?zjiangsd$IPV4
1.txt Stream 2208,http://jinhu-tv-hls.cm.jstv.com/jinhu-tv/jinhuzh.m3u8?zjiangsd$IPV4『线路1』
1.txt Stream 2210,https://suyu-tv-hls.cm.jstv.com/suyu-tv/syzhpd.m3u8?zjiangsd$IPV4
1.txt Stream 2211,https://live.wjyanghu.com/live/CH1.m3u8?zjiangsd$IPV4
1.txt Stream 2212,https://live.wjyanghu.com/live/CH2.m3u8?zjiangsd$IPV4
1.txt Stream 2214,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8?$IPV4『线路2』
1.txt Stream 2215,http://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8?zzhed$IPV4『线路3』
1.txt Stream 2216,http://ali-vl.cztv.com/channels/lantian/channel007/360p.m3u8$IPV4『线路4』
1.txt Stream 2217,http://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8$IPV4『线路5』
1.txt Stream 2218,https://ali-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8$IPV4『线路6』
1.txt Stream 2219,http://ali-m-l.cztv.com/channels/lantian/channel007/720p.m3u8$IPV4『线路7』
1.txt Stream 222,http://221.227.111.19:50001/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路11』
1.txt Stream 2220,http://ali-m-l.cztv.com/channels/lantian/channel07/720p.m3u8$IPV4『线路8』
1.txt Stream 2221,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8$IPV4『线路1』
1.txt Stream 2222,http://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8$IPV4『线路2』
1.txt Stream 2223,http://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8?zzhed$IPV4『线路3』
1.txt Stream 2224,http://ali-vl.cztv.com/channels/lantian/channel010/360p.m3u8?a=1000&d=4e3d476240659192311f471b7b63aec2&k=d26568bae9dd23dd781c769c148459b2&t=1683180450$IPV4『线路4』
1.txt Stream 2225,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8?$IPV4『线路5』
1.txt Stream 2226,http://183.162.119.154:9901/tsfile/live/1058_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路6』
1.txt Stream 2227,https://ct-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8$IPV4『线路7』
1.txt Stream 2228,http://ali-m-l.cztv.com/channels/lantian/channel010/720p.m3u8$IPV4『线路8』
1.txt Stream 2229,http://ali-vl.cztv.com/channels/lantian/channel010/360p.m3u8$IPV4『线路9』
1.txt Stream 223,http://223.112.219.174:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路12』
1.txt Stream 2231,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?$IPV4『线路1』
1.txt Stream 2232,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8$IPV4『线路2』
1.txt Stream 2233,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8$IPV4『线路3』
1.txt Stream 2234,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?fbl=$IPV4『线路4』
1.txt Stream 2235,http://ali-vl.cztv.com/channels/lantian/channel008/360p.m3u8?a=1000&amp;d=83b26bacf5397c013aff782b2c4287d0&amp;k=c99bdac76cff6ddc27e750ba689b7d5b&amp;t=1704368408$IPV4『线路6』
1.txt Stream 2236,https://ct-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8$IPV4『线路7』
1.txt Stream 2237,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8%24%E8%AE%A2%E9%98%85%E6%BA%90$IPV4『线路8』
1.txt Stream 2238,https://ct-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8%24%E8%AE%A2%E9%98%85%E6%BA%90$IPV4『线路9』
1.txt Stream 2239,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8%24%E8%AE%A2%E9%98%85%E6%BA%90$IPV4『线路10』
1.txt Stream 224,http://42.48.105.224:9002/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路13』
1.txt Stream 2240,http://ali-vl.cztv.com/channels/lantian/channel008/360p.m3u8$IPV4『线路11』
1.txt Stream 2241,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8$IPV4『线路1』
1.txt Stream 2242,http://ali-m-l.cztv.com/channels/lantian/channel04/1080p.m3u8$IPV4『线路2』
1.txt Stream 2244,http://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8$IPV4『线路4』
1.txt Stream 2247,http://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8$IPV4『线路1』
1.txt Stream 2248,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8$IPV4『线路2』
1.txt Stream 2249,https://ali-m-l.cztv.com/channels/lantian/channel12/720p.m3u8$IPV4『线路3』
1.txt Stream 225,http://183.223.157.33:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路14』
1.txt Stream 2251,http://ali-vl.cztv.com/channels/lantian/channel006/360p.m3u8$IPV4『线路1』
1.txt Stream 2252,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8?$IPV4『线路2』
1.txt Stream 2253,http://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8$IPV4『线路3』
1.txt Stream 2254,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8$IPV4『线路4』
1.txt Stream 2255,http://ali-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8$IPV4『线路5』
1.txt Stream 2256,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8?$IPV4『线路1』
1.txt Stream 2257,http://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8$IPV4『线路2』
1.txt Stream 2258,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8$IPV4『线路3』
1.txt Stream 2259,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8?zzhed$IPV4『线路1』
1.txt Stream 226,http://113.220.232.51:9999/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路15』
1.txt Stream 2261,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8\r\n$IPV4『线路3』
1.txt Stream 2262,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8$IPV4『线路4』
1.txt Stream 2263,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8$IPV4『线路5』
1.txt Stream 2264,http://l.cztvcloud.com/channels/lantian/SXyuyao2/720p.m3u8$IPV4『线路6』
1.txt Stream 2265,http://ali-m-l.cztv.com/channels/lantian/channel002/720p.m3u8$IPV4『线路7』
1.txt Stream 2266,http://ali-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8$IPV4『线路8』
1.txt Stream 2267,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8?cWlkPSZzPTg3OWMwYmMyZDMzYTFhZGY3NDQxMjgyYTg1MmUzNTY0JmVzPTE3MDY2Nzc4NzMmdXVpZD0yMjdiY2MzNGNiNGY0MThlYjRiY2IxYzcwNmZjODNkMS02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD10eF9waG9uZV9saXZl$IPV4『线路1』
1.txt Stream 2268,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8?zzhed$IPV4『线路2』
1.txt Stream 227,http://222.241.134.93:8099/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路16』
1.txt Stream 2270,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8zzhed$IPV4『线路1』
1.txt Stream 2271,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed$IPV4『线路2』
1.txt Stream 2272,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8$IPV4『线路3』
1.txt Stream 2274,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8?zzhed\r\n$IPV4『线路2』
1.txt Stream 2275,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8?zzhed?$IPV4『线路3』
1.txt Stream 2276,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8?zzhed$IPV4『线路4』
1.txt Stream 2277,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8?zzhed$IPV4
1.txt Stream 2278,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?zzhed$IPV4『线路1』
1.txt Stream 2279,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8$IPV4『线路2』
1.txt Stream 2281,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8?zzhed$IPV4『线路2』
1.txt Stream 2282,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8?cWlkPSZzPTg3OWMwYmMyZDMzYTFhZGY3NDQxMjgyYTg1MmUzNTY0JmVzPTE3MDY2Nzc4NzMmdXVpZD0yMjdiY2MzNGNiNGY0MThlYjRiY2IxYzcwNmZjODNkMS02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD10eF9waG9uZV9saXZl$IPV4『线路3』
1.txt Stream 2283,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8?zzhed$IPV4『线路1』
1.txt Stream 2284,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8$IPV4『线路2』
1.txt Stream 2286,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8?zzhed$IPV4
1.txt Stream 2287,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8?zzhed$IPV4『线路1』
1.txt Stream 2288,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8zzhed$IPV4『线路2』
1.txt Stream 2289,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8$IPV4『线路3』
1.txt Stream 229,http://118.122.189.74:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路18』
1.txt Stream 2291,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8?zzhed$IPV4『线路1』
1.txt Stream 2292,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]$IPV4『线路2』
1.txt Stream 2294,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8$IPV4『线路1』
1.txt Stream 2295,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8?zzhed&quot;$IPV4『线路2』
1.txt Stream 2296,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8?zzhed$IPV4『线路3』
1.txt Stream 2298,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8?zzhed$IPV4『线路1』
1.txt Stream 230,http://58.221.214.82:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路19』
1.txt Stream 2300,http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8?zzhed$IPV4『线路3』
1.txt Stream 2302,https://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8$IPV4『线路1』
1.txt Stream 2303,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8?zzhed$IPV4『线路2』
1.txt Stream 2304,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?zzhed?$IPV4『线路1』
1.txt Stream 2306,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?cWlkPSZzPTg3OWMwYmMyZDMzYTFhZGY3NDQxMjgyYTg1MmUzNTY0JmVzPTE3MDY2Nzc4NzMmdXVpZD0yMjdiY2MzNGNiNGY0MThlYjRiY2IxYzcwNmZjODNkMS02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD10eF9waG9uZV9saXZl$IPV4『线路3』
1.txt Stream 2307,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?zzhed$IPV4『线路4』
1.txt Stream 2309,http://l.cztvcloud.com/channels/lantian/SXxiaoshan3/720p.m3u8$IPV4『线路6』
1.txt Stream 231,http://58.220.219.14:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路20』
1.txt Stream 2310,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?$IPV4『线路7』
1.txt Stream 2311,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8$IPV4『线路1』
1.txt Stream 2312,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8?zzhed$IPV4『线路2』
1.txt Stream 2313,https://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8$IPV4『线路3』
1.txt Stream 2314,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8?zzhed?$IPV4『线路4』
1.txt Stream 2315,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8?zzhed$IPV4『线路1』
1.txt Stream 2317,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8$IPV4『线路3』
1.txt Stream 2319,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8$IPV4『线路2』
1.txt Stream 232,http://61.157.139.15:9901/tsfile/live/2379_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路21』
1.txt Stream 2321,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8?zzhed?$IPV4『线路2』
1.txt Stream 2322,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8?zzhed&quot;$IPV4『线路3』
1.txt Stream 2323,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8?zzhed$IPV4『线路4』
1.txt Stream 2329,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8?$IPV4『线路3』
1.txt Stream 2331,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8?zzhed$IPV4『线路5』
1.txt Stream 2334,http://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8?zzhed$IPV4『线路3』
1.txt Stream 2335,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8?zzhed$IPV4『线路1』
1.txt Stream 236,http://58.243.224.244:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路1』
1.txt Stream 2372,http://112.99.193.34:9901/tsfile/live/1025_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0$IPV4『线路10』
1.txt Stream 2381,http://112.99.193.34:9901/tsfile/live/1027_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0$IPV4『线路9』
1.txt Stream 2399,http://stream.hrbtv.net/xwzh/sd/live.m3u8?zheild$IPV4『线路2』
1.txt Stream 2404,http://stream.hrbtv.net/yspd/sd/live.m3u8?zheild$IPV4『线路2』
1.txt Stream 2410,http://stream.hrbtv.net/shpd/sd/live.m3u8?zheild$IPV4『线路2』
1.txt Stream 2415,http://stream.hrbtv.net/ylpd/sd/live.m3u8?zheild$IPV4『线路2』
1.txt Stream 2429,https://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8?_upt=f767206b1671099007$IPV4『线路3』
1.txt Stream 2436,https://www.sgmsw.cn/videos/tv/201805/1308/9P424TC5M000AFO13CXK6GN6BOA889D2/hls/live.m3u8?zguangd$IPV4
1.txt Stream 2438,https://liveout.xntv.tv/a65jur/96iln2.m3u8?zqinghd$IPV4
1.txt Stream 2440,https://liveout.xntv.tv/a65jur/90p2i1.m3u8?zqinghd$IPV4『线路2』
1.txt Stream 2441,http://livecdn.dmqhyadmin.com/hls/xjmenyuan.m3u8?zqinghd$IPV4『线路1』
1.txt Stream 2444,http://livecdn.dmqhyadmin.com/hls/xjguinan.m3u8?zqinghd$IPV4『线路2』
1.txt Stream 2447,http://livecdn.dmqhyadmin.com/hls/xjhualong.m3u8?zqinghd$IPV4『线路2』
1.txt Stream 2449,http://livecdn.dmqhyadmin.com/hls/xjminhe.m3u8?zqinghd$IPV4『线路1』
1.txt Stream 245,http://58.221.214.82:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路10』
1.txt Stream 2452,https://lived.dmqhyadmin.com/xhzhpd/sd/live.m3u8?$IPV4『线路1』
1.txt Stream 2454,http://lived.dmqhyadmin.com/xhzhpd/sd/live.m3u8?$IPV4『线路3』
1.txt Stream 2457,http://dtrmlive.qhdtrm.cn/testpush/sd/live.m3u8?$IPV4『线路3』
1.txt Stream 246,http://221.227.111.19:50001/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路11』
1.txt Stream 2461,http://live.xmcdn.com/live/57/64.m3u8$IPV4『线路3』
1.txt Stream 2462,http://183.223.157.33:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路1』
1.txt Stream 2463,http://61.157.139.15:9901/tsfile/live/2396_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路2』
1.txt Stream 2464,http://183.223.157.33:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路1』
1.txt Stream 2465,http://118.122.189.74:9901/tsfile/live/0123_3.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路2』
1.txt Stream 2466,http://183.223.157.33:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路1』
1.txt Stream 2467,http://118.122.189.74:9901/tsfile/live/0123_2.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路2』
1.txt Stream 2468,http://61.157.139.15:9901/tsfile/live/2416_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4
1.txt Stream 2469,http://61.157.139.15:9901/tsfile/live/2411_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4
1.txt Stream 247,http://118.122.189.74:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路12』
1.txt Stream 2470,http://61.157.139.15:9901/tsfile/live/2412_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4
1.txt Stream 2471,http://61.157.139.15:9901/tsfile/live/2413_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4
1.txt Stream 2472,http://61.157.139.15:9901/tsfile/live/2414_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4
1.txt Stream 2475,http://175.155.106.72:89/live1/live1.m3u8?zsicd;http://rmlive.lzxrmtzx.com/live1/live1.m3u8?zsicd$IPV4『线路1』
1.txt Stream 2476,http://175.155.106.72:89/live1/live1.m3u8?zsicd$IPV4『线路2』
1.txt Stream 248,http://183.162.119.154:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路13』
1.txt Stream 2481,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8?zsicdhttp://tv.drs.lzgbdst.com:8100/channellive/lztv2.flv?zsicd$IPV4『线路1』
1.txt Stream 2483,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8$IPV4『线路3』
1.txt Stream 2484,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8?zsicd$IPV4『线路4』
1.txt Stream 2485,http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8?zsicd$IPV4
1.txt Stream 2486,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8?zsicd$IPV4『线路1』
1.txt Stream 249,http://42.48.105.224:9002/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路14』
1.txt Stream 2490,https://tvfile.scjgtv.cn/nmip-media/channellive/channel104126/playlist.m3u8$IPV4『线路1』
1.txt Stream 2491,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel105549/playlist.m3u8$IPV4『线路2』
1.txt Stream 2493,http://pili-live-hls.ybcxjd.com/jdh-live/2108111201035597.m3u8?zsicd$IPV4『线路1』
1.txt Stream 2494,http://2061827161.cloudvdn.com/a.m3u8?domain=pili-live-hls.ybcxjd.com&player=IjsAAN-1KyqjjPYX&secondToken=secondToken%3AMHl3QtaAs-H2KkHpuGUAlKuJ9a8&streamid=jdh-live%3Ajdh-live%2F2108111201035597&v3=1$IPV4『线路2』
1.txt Stream 2496,http://luzhi.xuyongrongmei.com:1935/live/_definst_/xyxw/playlist.m3u8$IPV4『线路1』
1.txt Stream 2497,http://luzhi.xuyongrongmei.com:1935/live/_definst_/xyxw/playlist.m3u8?zsicd$IPV4『线路2』
1.txt Stream 2498,http://183.223.157.33:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路1』
1.txt Stream 250,http://113.220.232.51:9999/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路15』
1.txt Stream 2501,http://tvfile.jjrm.org.cn/nmip-media/channellive/channel106282/playlist.m3u8?zsicd$IPV4『线路1』
1.txt Stream 2502,https://m3u8channel-bx.yunxya.com/nmip-media/channellive/channel104666/playlist.m3u8$IPV4『线路2』
1.txt Stream 2504,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel101257/playlist.m3u8$IPV4『线路1』
1.txt Stream 2507,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel100999/playlist.m3u8$IPV4
1.txt Stream 251,http://222.241.134.93:8099/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路16』
1.txt Stream 2511,http://scdytv.cn:1935/live/m_ggpd_livevideo/playlist.m3u8?zsicd$IPV4『线路1』
1.txt Stream 2513,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8?zsicd$IPV4『线路1』
1.txt Stream 2519,http://channel.wcrmt.cn:80/nmip-media/channellive/channel105268/playlist.m3u8$IPV4『线路2』
1.txt Stream 2520,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel104601/playlist.m3u8$IPV4『线路3』
1.txt Stream 253,http://183.223.157.33:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路18』
1.txt Stream 2530,http://tvfile.swrmt.com:80/nmip-media/channellive/channel100064/playlist.m3u8$IPV4『线路2』
1.txt Stream 2535,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8?zsicd$IPV4『线路2』
1.txt Stream 2539,https://m3u8channel-sm.yunxya.com/nmip-media/channellive/channel100420/playlist.m3u8$IPV4『线路1』
1.txt Stream 254,http://223.112.219.174:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路19』
1.txt Stream 2542,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8?zsicd$IPV4『线路4』
1.txt Stream 2545,https://m3u8channel.ganzitv.com/nmip-media/channellive/channel1/playlist.m3u8$IPV4『线路7』
1.txt Stream 2546,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv?zsicd$IPV4『线路1』
1.txt Stream 2550,http://119.6.59.216:60033/tsfile/live/1007_1.m3u8?key=txiptv$IPV4
1.txt Stream 2551,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8$IPV4『线路1』
1.txt Stream 2552,https://m3u8channel-yj.yunxya.com/nmip-media/channellive/channel101140/playlist.m3u8$IPV4『线路3』
1.txt Stream 2557,https://m3u8channel-yc.yunxya.com/nmip-media/channellive/channel100103/playlist.m3u8$IPV4『线路5』
1.txt Stream 2559,http://cnpull.sccnfb.com/live/123456.m3u8?zsicd&quot;$IPV4『线路3』
1.txt Stream 2565,http://cnpull.sccnfb.com/live/123456.m3u8?zsicd四川卫视$IPV4『线路2』
1.txt Stream 2566,http://cnpull.sccnfb.com/live/123456.m3u8?zsicd$IPV4『线路3』
1.txt Stream 2569,http://qcfile.qcrmt.com/nmip-media/channellive/channel100933/playlist.m3u8$IPV4
1.txt Stream 2570,http://lmt.scqstv.com/live1/live1.m3u8?zsicd?$IPV4『线路1』
1.txt Stream 2571,http://lmt.scqstv.com/live1/live1.m3u8?zsicd$IPV4『线路2』
1.txt Stream 259,http://58.243.224.244:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路1』
1.txt Stream 2596,http://ls.qingting.fm/live/1222.m3u8$IPV4『线路2』
1.txt Stream 2597,http://113.200.148.203:85/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路1』
1.txt Stream 26,http://58.243.224.244:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路1』
1.txt Stream 2608,http://221.2.148.205:8154/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路4』
1.txt Stream 2609,http://123.132.233.194:352/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路5』
1.txt Stream 2610,http://123.129.70.178:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路6』
1.txt Stream 2611,http://live.xmcdn.com/live/1440/64.m3u8$IPV4『线路1』
1.txt Stream 2616,http://ls.qingting.fm/live/60180.m3u8$IPV4『线路6』
1.txt Stream 2617,http://123.129.70.178:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路7』
1.txt Stream 2618,http://221.2.148.205:8154/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路8』
1.txt Stream 2623,http://76.5432123.xyz/杂项代理/学习强国.php?id=sdjy$IPV4『线路4』
1.txt Stream 2640,http://live.xmcdn.com/live/802/64.m3u8$IPV4『线路2』
1.txt Stream 2645,http://ls.qingting.fm/live/60260.m3u8$IPV4『线路7』
1.txt Stream 2646,http://221.2.148.205:8154/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路8』
1.txt Stream 2647,http://123.129.70.178:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路9』
1.txt Stream 2648,http://live.xmcdn.com/live/805/64.m3u8$IPV4『线路1』
1.txt Stream 2660,http://221.2.148.205:8154/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路5』
1.txt Stream 2661,http://60.209.125.254:352/tsfile/live/1004_1.m3u8?ace$IPV4『线路6』
1.txt Stream 2667,http://221.2.148.205:8154/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路6』
1.txt Stream 2670,http://124.128.73.58:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路3』
1.txt Stream 2673,http://124.128.73.58:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路2』
1.txt Stream 2675,http://124.128.73.58:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路2』
1.txt Stream 2676,http://sdqz.chinashadt.com:2036/live/stream:3.stream/playlist.m3u8?shandd$IPV4
1.txt Stream 2677,http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8$IPV4
1.txt Stream 2678,http://sdqz.chinashadt.com:2036/live/stream:2.stream/playlist.m3u8$IPV4
1.txt Stream 2679,http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8?shandd$IPV4『线路1』
